location_resolved,display_date,title,harga,Merek,Model,Varian,Tahun,Jarak tempuh,Tipe bahan bakar,Warna,Transmisi,Tipe bodi,Kapasitas mesin,Tipe Penjual,Nama Bursa Mobil
Baki,2022-12-04T07:49:23+0000,Nissan serena HWS 2013 beli dari baru C26,159500000.0,Nissan,Serena,2.0 Highway Star Bensin-AT,2013,150.000-155.000,Bensin,Putih,Automatic,MPV,>1.500 - 2.000 cc,Individu,
Serengan,2022-12-04T07:46:06+0000,NISSAN GRAND LIVINA XV AT MATIC 2013,98000000.0,Nissan,Grand livina,1.5 XV Bensin-AT,2013,80.000-85.000,Bensin,Silver,Automatic,MPV,>1.000 - 1.500 cc,Diler,
Klaten Tengah,2022-12-04T07:44:39+0000,[Dp 27 Jt] Nissan Serena HWS At 2017 // Mobil Siap Pakai,225000000.0,Nissan,Serena,serena-2.0-highway-star-bensin,2017,55.000-60.000,Bensin,Hitam,Automatic,MPV,>2.000 - 3.000 cc,Diler,
Gantiwarno,2022-12-03T05:30:18+0000,Grand LIVINA AT THN 2018,140000000.0,Nissan,Grand livina,1.5 SV Facelift Bensin-AT,2018,40.000-45.000,Bensin,Abu-abu,Automatic,MPV,>1.000 - 1.500 cc,Individu,
Sidomukti,2022-12-02T13:19:37+0000,Nissan grand livina xv at 1.5,105000000.0,Nissan,Grand livina,1.5 XV Bensin-AT,2010,45.000-50.000,Bensin,Abu-abu,Automatic,Minibus,>1.000 - 1.500 cc,Individu,
Laweyan,2022-12-02T09:09:36+0000,Nissan X-Trail 2008 Bensin,115000000.0,Nissan,X-Trail,x-trail-2.5-xt-bensin,2008,155.000-160.000,Bensin,Hitam,Automatic,,>2.000 - 3.000 cc,Diler,
Laweyan,2022-12-02T04:50:13+0000,Nissan Grand livina 2010 Listrik,85000000.0,Nissan,Grand livina,1.5 SV Bensin-MT,2010,>300.000,Listrik,Abu-abu,Manual,,,Individu,
Kutoarjo,2022-12-01T06:26:33+0000,NISSAN GRAND LIVINA SV AT MATIC 2013,115000000.0,Nissan,Grand livina,1.5 SV Bensin-AT,2013,80.000-85.000,Bensin,Putih,Automatic,MPV,>1.000 - 1.500 cc,Diler,
Purworejo,2022-12-01T02:36:06+0000,NISSAN SERENA HWS AT MATIC 2017,225000000.0,Nissan,Serena,serena-2.0-highway-star-bensin,2017,55.000-60.000,Bensin,Hitam,Automatic,MPV,>1.500 - 2.000 cc,Diler,
Kartasura,2022-12-01T01:34:03+0000,Nisan patrol 1992 4x4 manual bensin sangat langka,165000000.0,Nissan,Patrol,4.2 Bensin-MT,1992,150.000-155.000,Bensin,Hitam,Manual,Jeep,>3.000 cc,Individu,
Klaten Tengah,2022-11-30T19:20:11+0000,Grandlivina xv mt,86000000.0,Nissan,Grand livina,1.5 XV Bensin-MT,2010,120.000-125.000,Bensin,Silver,Manual,Minibus,>1.500 - 2.000 cc,Individu,Carsentro Yogyakarta
Magelang Utara,2022-11-30T14:22:47+0000,Grand Livina 2013 An Sendiri,105000000.0,Nissan,Grand livina,1.5 SV Facelift Bensin-MT,2013,100.000-105.000,Bensin,Marun,Manual,MPV,>1.000 - 1.500 cc,Individu,
Magelang Tengah,2022-11-30T12:28:18+0000,nissan grand livina (2017),130000000.0,Nissan,Grand livina,1.5 SV Bensin-AT,2017,40.000-45.000,Bensin,Silver,Automatic,MPV,>1.000 - 1.500 cc,Diler,
Gantiwarno,2022-11-30T07:11:09+0000,Nissan Grand livina 2012 Bensin,107500000.0,Nissan,Grand livina,1.5 Highway Star Bensin-MT,2013,115.000-120.000,Bensin,Silver,Manual,,,Individu,
Magelang Tengah,2022-11-30T04:54:05+0000,Grand Livina XV 1.5 Pure Drive Matic 2014,119000000.0,Nissan,Grand livina,1.5 XV Bensin-AT,2014,80.000-85.000,Bensin,Putih,Automatic,SUV,>1.000 - 1.500 cc,Diler,
Jatinom,2022-11-30T03:17:02+0000,(Bisa Kredit) Nissan March 1.5XS Matic 2013,105000000.0,Nissan,March,1.5 Bensin-AT,2013,90.000-95.000,Bensin,Hitam,Automatic,Compact & City Car,>1.000 - 1.500 cc,Diler,
Klaten Tengah,2022-11-30T02:53:38+0000,(DP 23JT) Nissan Grand Livina 1.5SV Manual 2013,112000000.0,Nissan,Grand livina,1.5 SV Bensin-MT,2014,90.000-95.000,Bensin,Hitam,Manual,MPV,>1.000 - 1.500 cc,Diler,
Klaten Selatan,2022-11-30T02:48:24+0000,(DP 32JT) Nissan Grand Livina 1.5XV Matic 2013,109000000.0,Nissan,Grand livina,1.5 XV Bensin-AT,2013,105.000-110.000,Bensin,Putih,Automatic,MPV,>1.000 - 1.500 cc,Diler,
Purworejo,2022-11-30T02:22:41+0000,Nissan March 1.2L Matic 2012 // BISA KREDIT!!,87000000.0,Nissan,March,1.2 L Bensin-AT,2012,75.000-80.000,Bensin,Silver,Automatic,Compact & City Car,>1.000 - 1.500 cc,Individu,
Bagelen,2022-11-30T02:06:40+0000,Nissan Serena 2.0 HWS Matic 2017 // BISA KREDIT!!,225000000.0,Nissan,Serena,2.0 Highway Star Bensin-AT,2017,55.000-60.000,Bensin,Hitam,Automatic,MPV,>1.500 - 2.000 cc,Individu,
Klaten Tengah,2022-11-30T02:04:45+0000,(DP 10JT) Nissan March 1.2L Matic 2012//Km 76rb,87000000.0,Nissan,March,1.2L-AT,2012,75.000-80.000,Bensin,Silver,Automatic,Compact & City Car,>1.000 - 1.500 cc,Diler,
Mertoyudan,2022-11-29T11:14:08+0000,Nissan Tera 2.5 VL AT 2018,386000000.0,Nissan,Terra,2.5 4x2 VL Solar-AT,2018,35.000-40.000,Diesel,Putih,Automatic,SUV,>2.000 - 3.000 cc,Individu,Carsentro Yogyakarta
Laweyan,2022-11-28T11:34:49+0000,Nissan Grand Livina 2018 / 2019 matic KM 7rb,158000000.0,Nissan,Grand livina,1.5 SV Facelift Bensin-AT,2018,0-5.000,Bensin,Silver,Automatic,,,,
Secang,2022-11-28T07:23:58+0000,DP 8JT. Grand Livina 1.5 X-Gear Manual 2015. Grey. Xgear MT. Plat R,112000000.0,Nissan,Grand livina,1.5 X-Gear Bensin,2015,90.000-95.000,Bensin,Abu-abu,Automatic,MPV,>1.000 - 1.500 cc,Diler,
Mertoyudan,2022-11-27T07:48:17+0000,[Dp 23 Jt] Nissan Grand Livina SV Mt 2014 // Mobil Siap Pakai,112000000.0,Nissan,Grand livina,grand-livina-1.5-sv-bensin,2014,90.000-95.000,Bensin,Hitam,Manual,MPV,>1.000 - 1.500 cc,Diler,
Mertoyudan,2022-11-26T09:55:15+0000,[Dp 10 Jt] Nissan March XS 1.5 At 2013 // Mobil Siap Pakai,105000000.0,Nissan,March,1.5 Bensin,2013,90.000-95.000,Bensin,Hitam,Automatic,Compact & City Car,>1.000 - 1.500 cc,Diler,
Teras,2022-11-26T04:11:15+0000,Nissan X-Trail 2008 Bensin,90000000.0,Nissan,X-Trail,2.0 T31 Bensin,2008,>300.000,Bensin,Hitam,Manual,,,Individu,
Kartasura,2022-11-25T16:40:35+0000,Terano 2003 new model,79000000.0,Nissan,Terrano,2.4 Grandroad G2 Bensin,2003,175.000-180.000,Bensin,Hitam,Manual,Jeep,>2.000 - 3.000 cc,Individu,
Grabag,2022-11-25T09:57:40+0000,Nissan X-Trail 2003 Bensin,63500000.0,Nissan,X-Trail,2.5 Bensin,2003,195.000-200.000,Bensin,Silver,Automatic,,,Individu,
Magelang Tengah,2022-11-25T03:51:29+0000,(Dp 25jt) Serena HWS 2013 panoramic,170000000.0,Nissan,Serena,serena-2.0-highway-star-panoramic-bensin,2013,125.000-130.000,Bensin,Hitam,Automatic,MPV,>1.500 - 2.000 cc,Diler,
Magelang Selatan,2022-11-25T01:18:50+0000,"NISSAN XTRAIL T31 URBAN, HITAM 2500CC",142000000.0,Nissan,X-Trail,2.5 Bensin-AT,2012,130.000-135.000,Bensin,Hitam,Automatic,SUV,>2.000 - 3.000 cc,Individu,
Klaten Selatan,2022-11-24T10:42:28+0000,DP 8JT. Grand Livina 1.5 X-Gear Manual 2015. Grey Metalik. Plat R,112000000.0,Nissan,Grand livina,1.5 X-Gear Bensin,2015,90.000-95.000,Bensin,Abu-abu,Manual,MPV,>1.000 - 1.500 cc,Diler,
Magelang Utara,2022-11-24T07:03:16+0000,Nissan Grand livina 2012 Bensin,102000000.0,Nissan,Livina,1.5 XV Bensin-AT,2012,125.000-130.000,Bensin,Hitam,Automatic,Minibus,>1.000 - 1.500 cc,Individu,
Mertoyudan,2022-11-24T04:48:38+0000,Navara VL 2019 Nik 2017 Camera 360,485000000.0,Nissan,Navara,navara-2.5-np300-vl-solar,2019,30.000-35.000,Diesel,Putih,Automatic Triptonic,Double Cabin,>2.000 - 3.000 cc,Diler,
Magelang Selatan,2022-11-23T03:12:46+0000,Dp 19jt Nissan GRAND LIVINA XV 2010 MATIC / LIVINA MATIC,85000000.0,Nissan,Grand livina,1.5 XV Bensin,2010,95.000-100.000,Bensin,Hitam,Automatic,MPV,>1.500 - 2.000 cc,Diler,
Klaten Utara,2022-11-23T03:12:18+0000,Dp 19jt Nissan GRAND LIVINA XV 2010 MATIC / LIVINA MATIC,85000000.0,Nissan,Grand livina,1.5 XV Bensin,2010,95.000-100.000,Bensin,Hitam,Automatic,MPV,>1.500 - 2.000 cc,Diler,
Klaten Utara,2022-11-22T16:41:53+0000,Nissan Grand Levina SV 2013,112500000.0,Nissan,Grand livina,1.5 SV Facelift Bensin,2013,95.000-100.000,Bensin,Silver,Manual,Minibus,>1.000 - 1.500 cc,Individu,
Boyolali,2022-11-22T02:50:40+0000,Nissan Livina 2008 Bensin,71000000.0,Nissan,Livina,1.5 XR Bensin,2008,155.000-160.000,Bensin,Hitam,Automatic,Hatchback,>1.000 - 1.500 cc,Individu,
Purworejo,2022-11-18T09:39:57+0000,DIJUAL NISSAN TERRANO GRANROAD XTR 2002,96000000.0,Nissan,Terrano,terrano-2.4-grandroad-xtr-bensin,2002,235.000-240.000,Bensin,Hitam,Manual,Jeep,>2.000 - 3.000 cc,Diler,
Kartasura,2022-11-12T05:12:45+0000,XTrail AT Tahun 2010,108500000.0,Nissan,X-Trail,x-trail-2.0-cvt-bensin,2010,140.000-145.000,Bensin,Silver,Manual,SUV,>1.500 - 2.000 cc,Diler,
Laweyan,2022-10-11T08:11:58+0000,"ALL NEW SERENA HIGH WAY STAR Automatic
Tahun : 2019, KM 10 ribuan",395000000.0,Nissan,Serena,serena-2.0-highway-star-bensin,2019,10.000-15.000,Bensin,Hitam,Manual,Minibus,>2.000 - 3.000 cc,Diler,
Laweyan,2022-09-17T06:50:11+0000,"ALL NEW SERENA HIGH WAY STAR Automatic
Tahun registrasi: 2020,km 8 rb",399000000.0,Nissan,Serena,serena-2.0-highway-star-bensin,2020,5.000-10.000,Bensin,Hitam,Manual,Minibus,>1.500 - 2.000 cc,Diler,
Laweyan,2022-08-19T02:31:39+0000,"ALL NEW X-TRAIL 2.5 Automatic
Tahun : 2016",205000000.0,Nissan,X-Trail,x-trail-2.5-bensin,2016,75.000-80.000,Bensin,Putih,Automatic,SUV,>2.000 - 3.000 cc,Diler,
Laweyan,2022-07-25T05:46:30+0000,"NISSAN JUKE RX REVOLT AT
Tahun : 2016, KM 60 Ribuan",205000000.0,Nissan,Juke,nissan-juke-67222-revolt,2016,60.000-65.000,Bensin,Merah,Automatic,Minibus,>1.500 - 2.000 cc,Diler,
Banjarsari,2022-12-22T07:35:11+0000,Nissan Terrano 2.4 Th’2005,65900000.0,Nissan,Terrano,2.4 Bensin-MT,2005,225.000-230.000,Bensin,Hitam,Manual,,>2.000 - 3.000 cc,Diler,
Banjarsari,2022-12-22T05:52:19+0000,(DP 5 JT) Xtrail 2015,185000000.0,Nissan,X-Trail,2.5 XT Bensin-AT,2015,135.000-140.000,Bensin,Hitam,Automatic,SUV,>2.000 - 3.000 cc,Diler,
Pasar Kliwon,2022-12-22T05:20:54+0000,[OLXAutos] Nissan Livina 2013 1.5 X-Gear Bensin A/T Merah #Global Auto,105000000.0,Nissan,Livina,1.5 X-Gear Bensin-AT,2013,85.000-90.000,Bensin,Merah,Automatic,MPV,>1.000 - 1.500 cc,Individu,
Banjarsari,2022-12-22T04:54:56+0000,[OLX AUTOS] Nissan X-Trail 2.0 CVT Bensin-AT Automatic-2015 Hitam,186000000.0,Nissan,X-Trail,2.0 CVT Bensin-AT,2015,90.000-95.000,Bensin,Hitam,Automatic,SUV,>2.000 - 3.000 cc,,
Banjarsari,2022-12-22T01:52:28+0000,Grand Livina XV 1.5 A/T’2008 Cepat Dapat,67900000.0,Nissan,Grand livina,1.5 XV Bensin-AT,2008,190.000-195.000,Bensin,Abu-abu,Automatic,,>1.000 - 1.500 cc,Diler,
Banjarsari,2022-12-22T01:45:04+0000,Grand Livina XV 1.5 M/T’2013 New Model,99900000.0,Nissan,Grand livina,1.5 XV Bensin-MT,2013,125.000-130.000,Bensin,Hitam,Manual,,>1.000 - 1.500 cc,Diler,
Pasar Kliwon,2022-12-21T10:28:07+0000,Nissan March 1.2 MT,102000000.0,Nissan,March,1.2 L Bensin-MT,2014,90.000-95.000,Bensin,Hitam,Manual,Compact & City Car,>1.000 - 1.500 cc,Individu,
Jebres,2022-12-20T23:45:06+0000,Nissan Grand livina 2008 Bensin,77000000.0,Nissan,Grand livina,1.5 XV Bensin-AT,2008,155.000-160.000,Bensin,Lainnya,Automatic,,,Individu,
Pasar Kliwon,2022-12-20T08:22:14+0000,[OLX Autos] DP 18 JUTA Livina 1.5 VE Bensin AT 2019 #ArRozzaqAuto,190000000.0,Nissan,Livina,1.5 VE Bensin-AT,2019,70.000-75.000,Bensin,Hitam,Automatic,,>1.000 - 1.500 cc,Individu,
Jebres,2022-12-20T07:09:49+0000,Nissan X-Trail 2014 Bensin,210000000.0,Nissan,X-Trail,2.5 ST Bensin-AT,2014,65.000-70.000,Bensin,Putih,Automatic,,,Individu,
Banjarsari,2022-12-20T04:36:02+0000,Nissan march 2015,110000000.0,Nissan,March,1.2 XS Bensin-MT,2015,95.000-100.000,Bensin,Putih,Manual,Compact & City Car,>1.000 - 1.500 cc,Diler,Carsentro Solo
Banjarsari,2022-12-20T03:52:35+0000,Nissan March 2012 Bensin,95000000.0,Nissan,March,1.2 XS Bensin-AT,2012,115.000-120.000,Bensin,Putih,Automatic,,,Individu,
Banjarsari,2022-12-19T13:21:20+0000,"Nissan March XS AT 2012 Tipe tertinggi, irit, selain brio, mirage",95000000.0,Nissan,March,1.2 XS Bensin-AT,2012,100.000-105.000,Bensin,Putih,Automatic,Compact & City Car,>1.000 - 1.500 cc,Individu,
Jatipuro,2022-12-19T12:21:41+0000,Nissan Livina X Gear Manual,108000000.0,Nissan,Livina,1.5 X-Gear Bensin-MT,2014,100.000-105.000,Bensin,Hitam,Manual,MPV,>1.000 - 1.500 cc,Individu,
Banjarsari,2022-12-19T08:06:29+0000,Dijual xtrail t31,105000000.0,Nissan,X-Trail,2.5 ST Bensin-AT,2008,115.000-120.000,Bensin,Hitam,Automatic,SUV,>2.000 - 3.000 cc,Individu,
Banjarsari,2022-11-19T15:42:47+0000,Juke Rx 2013 Matic Putih,142000000.0,Nissan,Juke,juke-1.5-rx-red-interior-revolt-bensin,2013,90.000-95.000,Bensin,Putih,Automatic,SUV,>1.000 - 1.500 cc,Diler,
Pasar Kliwon,2022-12-19T05:38:51+0000,(Km 77rb) Grand Livina 2013 Manual Istimewa,105000000.0,Nissan,Grand livina,1.5 SV Bensin-MT,2013,75.000-80.000,Bensin,Silver,Manual,,,Individu,
Banjarsari,2022-12-19T03:33:54+0000,Nissan Juke RX 2013,145000000.0,Nissan,Juke,1.5 RX Bensin-AT,2013,55.000-60.000,Bensin,Hitam,Automatic,,>1.000 - 1.500 cc,Individu,
Banjarsari,2022-12-19T00:53:54+0000,Nissan grand livina sv manual 2011 plat asli AD solo tgn 1 ori istimwa,87000000.0,Nissan,Grand livina,1.5 SV Bensin-MT,2011,110.000-115.000,Bensin,Silver,Manual,SUV,>1.000 - 1.500 cc,Individu,
Jebres,2022-12-17T14:21:19+0000,Serena HWS th 2004 Mewah Elegan,67000000.0,Nissan,Serena,2.0 Highway Star Bensin-AT,2004,200.000-205.000,Bensin,Silver,Automatic,,,,
Pasar Kliwon,2022-12-17T09:28:57+0000,Nissan livina XGEAR,83000000.0,Nissan,Livina,1.5 X-Gear Bensin-MT,2010,150.000-155.000,Bensin,Abu-abu,Manual,Sedan,>1.000 - 1.500 cc,Individu,
Banjarsari,2022-12-16T13:08:01+0000,Nissan Navara Sport Version,225000000.0,Nissan,Navara,2.5 Sports Version Solar-MT,2012,125.000-130.000,Diesel,Hitam,Manual,Double Cabin,>2.000 - 3.000 cc,Individu,
Pasar Kliwon,2022-12-04T07:22:46+0000,NISSAN GRAND LIVINA XV MT MANUAL 2012,90000000.0,Nissan,Grand livina,1.5 XV Bensin-MT,2012,130.000-135.000,Bensin,Hitam,Manual,MPV,>1.000 - 1.500 cc,Diler,
Pasar Kliwon,2022-12-16T03:14:38+0000,Grand Livina HWS Matic 2013,115000000.0,Nissan,Grand livina,1.5 Highway Star Bensin-AT,2013,85.000-90.000,Bensin,Hitam,Automatic,Minibus,>1.000 - 1.500 cc,Diler,
Banjarsari,2022-12-15T03:54:48+0000,[OLX AUTOS] Nissan Grand Livina 1.5 XV Bensin Automatic-2015 Biru,113000000.0,Nissan,Grand livina,grand-livina-1.5-xv-bensin,2015,105.000-110.000,Bensin,Biru,Automatic,MPV,>1.000 - 1.500 cc,,
Jebres,2022-12-15T03:54:21+0000,[OLX AUTOS] Nissan Grand Livina 1.5 XV Bensin Automatic-2015 Biru,113000000.0,Nissan,Grand livina,grand-livina-1.5-xv-bensin,2015,105.000-110.000,Bensin,Biru,Automatic,MPV,>1.000 - 1.500 cc,,
Pasar Kliwon,2022-12-15T03:52:59+0000,[OLX AUTOS] Nissan Grand Livina 1.5 XV Bensin Automatic-2015 Biru,113000000.0,Nissan,Grand livina,grand-livina-1.5-xv-bensin,2015,105.000-110.000,Bensin,Biru,Automatic,MPV,>1.000 - 1.500 cc,,
Banjarsari,2022-12-14T05:39:19+0000,Nissan Serena 2013 Bensin,158000000.0,Nissan,Serena,2.0 Bensin-AT,2013,115.000-120.000,Bensin,Hitam,Automatic,MPV,>1.500 - 2.000 cc,Diler,
Banjarsari,2022-12-03T17:02:30+0000,Grand Livina XV 2008 Cakep,82000000.0,Nissan,Grand livina,1.5 XV Bensin-AT,2008,200.000-205.000,Bensin,Oranye,Automatic,MPV,,,
Banjarsari,2022-12-13T05:47:47+0000,Nissan Grand Livina 1.5 SV E Bensin Manual-2017,112000000.0,Nissan,Grand livina,1.5 SV Bensin-MT,2017,70.000-75.000,Bensin,Putih,Manual,Minibus,>1.000 - 1.500 cc,,
Jebres,2022-12-13T05:41:36+0000,Nissan Serena 2004 Bensin,69000000.0,Nissan,Serena,2.0 Highway Star Bensin-AT,2004,155.000-160.000,Bensin,Silver,Automatic,,,Individu,
Banjarsari,2022-12-12T02:50:17+0000,XTRAIL 2.0 istimewa X Trail KM 50rb,207500000.0,Nissan,X-Trail,x-trail-2.0-t32-bensin,2014,45.000-50.000,Bensin,Putih,Automatic,SUV,>1.500 - 2.000 cc,Individu,
Selogiri,2022-11-29T04:23:05+0000,nissan navara vl matic th2017 asli jawa,420000000.0,Nissan,Navara,2.5 NP300 VL Solar-AT,2017,60.000-65.000,Diesel,Putih,Automatic,Double Cabin,>2.000 - 3.000 cc,Individu,
Jebres,2022-12-10T15:07:49+0000,Nissan Terrano 2001 Bensin,67000000.0,Nissan,Terrano,2.4 Grandroad XTR Bensin-MT,2001,195.000-200.000,Bensin,Biru,Manual,,,Diler,
Pasar Kliwon,2022-12-09T06:44:55+0000,Grand Livina HWS New Model,128000000.0,Nissan,Grand livina,1.5 Highway Star Bensin-AT,2014,125.000-130.000,Bensin,Abu-abu,Automatic,Compact & City Car,>1.000 - 1.500 cc,Individu,
Jebres,2022-12-08T03:09:14+0000,Nissan March 2012 Bensin,78000000.0,Nissan,March,1.2 Bensin-MT,2012,155.000-160.000,Bensin,Silver,Manual,Sedan,>1.000 - 1.500 cc,Individu,
Banjarsari,2022-12-05T04:25:04+0000,[OLX AUTOS] Nissan Evalia 1.5 XV Bensin Manual-2013,100000000.0,Nissan,Evalia,nissan-evalia-67217-xv,2013,135.000-140.000,Bensin,Silver,Manual,MPV,>1.000 - 1.500 cc,,
Jebres,2022-12-05T04:24:47+0000,[OLX AUTOS] Nissan Evalia 1.5 XV Bensin Manual-2013,100000000.0,Nissan,Evalia,nissan-evalia-67217-xv,2013,135.000-140.000,Bensin,Silver,Manual,MPV,>1.000 - 1.500 cc,,
Pasar Kliwon,2022-12-05T04:24:22+0000,[OLX AUTOS] Nissan Evalia 1.5 XV Bensin Manual-2013,100000000.0,Nissan,Evalia,nissan-evalia-67217-xv,2013,135.000-140.000,Bensin,Silver,Manual,MPV,>1.000 - 1.500 cc,,
Jebres,2022-12-04T07:32:49+0000,Nissan Grand Livina XV 2011 manual,82000000.0,Nissan,Grand livina,1.5 XV Bensin-MT,2011,140.000-145.000,Bensin,Abu-abu,Manual,Minibus,>1.000 - 1.500 cc,,
Jebres,2022-12-04T07:30:46+0000,NISSAN JUKE RX AT MATIC 2012,122000000.0,Nissan,Juke,1.5 RX Bensin-AT,2012,80.000-85.000,Bensin,Putih,Automatic,SUV,>1.000 - 1.500 cc,Diler,
Jebres,2022-12-03T23:27:48+0000,Nissan Grand livina 2015 manual.istimewa modif 10jtan. Low KM,120000000.0,Nissan,Grand livina,1.5 SV Facelift Bensin-MT,2015,115.000-120.000,Bensin,Putih,Manual,SUV,>1.000 - 1.500 cc,Individu,
Wonogiri,2022-12-03T08:25:07+0000,Nissan grand Livina ultimate,95500000.0,Nissan,Grand livina,1.5 Ultimate Bensin-AT,2011,75.000-80.000,Bensin,Putih,Automatic,SUV,>1.000 - 1.500 cc,Individu,
Banjarsari,2022-12-03T04:25:52+0000,NISSAN SERENA HWS 2016 KREDIT TANPA DP,219000000.0,Nissan,Serena,2.0 Highway Star Bensin-AT,2016,105.000-110.000,Bensin,Hitam,Automatic,MPV,>1.500 - 2.000 cc,Diler,
Banjarsari,2022-12-03T04:02:18+0000,NISSAN GRAND LIVINA SV AT MATIC 2015,120000000.0,Nissan,Grand livina,1.5 SV Bensin-AT,2015,30.000-35.000,Bensin,Silver,Automatic,MPV,>1.000 - 1.500 cc,Diler,
Jebres,2022-12-02T13:51:23+0000,Nissan Grand livina 2013 Bensin,105000000.0,Nissan,Grand livina,1.5 SV Bensin-AT,2013,115.000-120.000,Bensin,Abu-abu,Automatic,,,Diler,
Banjarsari,2022-12-01T08:14:00+0000,Dp 20jt March 1.2cc 2015 Manual Plat G Tgn1 Agya 2016 Mirage 2014 2013,97500000.0,Nissan,March,1.2 Bensin-MT,2015,70.000-75.000,Bensin,Merah,Manual,,,,
Banjarsari,2022-12-01T07:37:37+0000,Nissan Grand livina X Gear 2013 matic,100000000.0,Nissan,Grand livina,1.5 X-Gear Bensin-AT,2013,85.000-90.000,Bensin,Biru,Automatic,,>1.000 - 1.500 cc,Individu,
Pasar Kliwon,2022-11-30T06:15:31+0000,Nissan Evalia XV Manual plat AD Sragen asli tangan 1,109000000.0,Nissan,Evalia,1.5 XV Bensin-MT,2013,120.000-125.000,Bensin,Hitam,Manual,Wagon,>1.000 - 1.500 cc,Individu,
Jebres,2022-11-27T19:38:30+0000,Nissan Magnite 2021,229000000.0,Nissan,Magnite,1.0 Premium Bensin,2021,10.000-15.000,Bensin,Putih,Manual,SUV,>1.000 - 1.500 cc,Individu,
Jebres,2022-11-27T04:01:56+0000,GRAND LIVINA  ANTIK FULL ORI,130000000.0,Nissan,Grand livina,1.5 SV Facelift Bensin,2017,45.000-50.000,Bensin,Abu-abu,Manual,Sedan,>1.000 - 1.500 cc,Individu,
Banjarsari,2022-11-25T02:09:40+0000,Nissan Grand Livina SV Facelift AT 2013,102000000.0,Nissan,Grand livina,1.5 SV Facelift Bensin-AT,2013,135.000-140.000,Bensin,Silver,Automatic,MPV,>1.000 - 1.500 cc,Individu,
Banjarsari,2022-10-17T09:50:28+0000,PROMO!! DP 25jt Grand livina manual Pemakaian 2014 asli AD tgn 1,105000000.0,Nissan,Livina,,2013,80.000-85.000,Bensin,Silver,Manual,,,Diler,
Banguntapan,2022-12-17T03:01:13+0000,Mazda CX5 2016 Dp30Jt,275000000.0,Mazda,CX-5,2.5 Touring Bensin-AT,2016,140.000-145.000,Bensin,Putih,Automatic,SUV,>2.000 - 3.000 cc,Diler,
Kotagede,2022-12-22T05:15:53+0000,[OLX Autos] Mazda CX-5 2.5 Touring Automatic 2016 Putih #ABAutoGallery,275000000.0,Mazda,CX-5,2.5 Touring Bensin-AT,2016,150.000-155.000,Bensin,Putih,Automatic,,>2.000 - 3.000 cc,Individu,
Kotagede,2022-12-13T08:03:42+0000,Mazda 3 hatchback,329000000.0,Mazda,3,1.6 Bensin-AT,2016,50.000-55.000,Bensin,Merah,Automatic,Hatchback,>1.500 - 2.000 cc,Diler,Carsentro Yogyakarta
Kasihan,2022-12-22T05:15:54+0000,[OLX Autos] Mazda CX-5 2.5 Touring Automatic 2016 Putih #ABAutoGallery,275000000.0,Mazda,CX-5,2.5 Touring Bensin-AT,2016,150.000-155.000,Bensin,Putih,Automatic,,,Individu,
Pakualaman,2022-12-22T07:41:08+0000,[OLXAutos] Mazda 2 GT a/t 2018 Silver,231000000.0,Mazda,2,mazda-2-67095-gt,2018,20.000-25.000,Bensin,Silver,Automatic Triptonic,Hatchback,>1.000 - 1.500 cc,Individu,
Kotagede,2022-12-22T05:53:14+0000,(DP 25 JT) MAZDA CX5 2.5 TOURING 2015,235000000.0,Mazda,CX-5,2.0 Touring Bensin-AT,2015,20.000-25.000,Bensin,Hitam,Automatic,SUV,>1.500 - 2.000 cc,Diler,
Umbulharjo,2022-12-22T05:43:56+0000,[OLX Autos] Mazda 2 1.5 GT Bensin Automatic 2014 Abu Abu #DCARS,189000000.0,Mazda,2,1.5 GT Bensin,2014,80.000-85.000,Bensin,Abu-abu,Automatic,,>1.000 - 1.500 cc,Individu,
Jetis,2022-12-22T05:43:42+0000,[OLX Autos] [DP12JT] Mazda 2 1.5 R Automatic 2013 Putih #DCARS,123000000.0,Mazda,2,1.5 R Bensin-AT,2013,85.000-90.000,Bensin,Putih,Automatic,Hatchback,>1.000 - 1.500 cc,Individu,
Ngaglik,2022-12-22T05:16:30+0000,[OLX Autos] Mazda CX-5 2.5 Touring Automatic 2016 Putih #AB Auto,275000000.0,Mazda,CX-5,2.5 Touring Bensin-AT,2016,150.000-155.000,Bensin,Putih,Automatic,,>2.000 - 3.000 cc,Diler,
Depok,2022-12-22T05:09:27+0000,[OLX Autos] Mazda 2 1.5 R Bensin Manual 2010 Abu Abu #Trisno Motor,95000000.0,Mazda,2,1.5 R Bensin,2010,80.000-85.000,Bensin,Abu-abu,Manual,,>1.000 - 1.500 cc,Individu,
Jetis,2022-12-22T05:09:24+0000,[OLX Autos] Mazda CX5 2.5 Touring Bensin AT 2015 Hitam #Trisno Motor,235000000.0,Mazda,CX-5,2.5 Touring Bensin,2015,110.000-115.000,Bensin,Hitam,Automatic,,>2.000 - 3.000 cc,Individu,
Kalasan,2022-12-21T10:02:21+0000,(DP18jt)platAB/ Mazda 2 R manual 2011,104000000.0,Mazda,2,Lain-lain,2011,100.000-105.000,Bensin,Hijau,Manual,,,,
Sewon,2022-12-21T05:39:50+0000,[OLX Autos] PLAT AB Mazda 2 2011 1.5 R Manual #ArRozzaqAuto,105000000.0,Mazda,2,1.5 R Bensin-MT,2011,100.000-105.000,Bensin,Hijau,Manual,,>1.000 - 1.500 cc,Individu,
